,genre,tempo,time sig,mode,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,Artist,Track,preview
6125,trip-hop,140.0,4,0,0.958,0.562,0.36,0.798,0.109,-12.836,0.033,0.0366,Akira Yamaoka,The Terminal Show,
6126,trip-hop,106.0,4,0,0.000417,0.838,0.475,0.714,0.226,-5.505,0.036,0.711,Gorillaz,Kids with Guns,https://p.scdn.co/mp3-preview/fd854bcd8723cabba5897e6fc1f481513e95a161?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6127,trip-hop,95.0,4,1,0.157,0.717,0.531,0.00156,0.149,-8.476,0.0661,0.665,Federico Aubele,Postales,
6128,trip-hop,90.0,4,1,0.152,0.491,0.951,0.418,0.0702,-4.491,0.266,0.289,Dirty Elegance,Style Rider,https://p.scdn.co/mp3-preview/feb61f98b26e3735e36a8160a8f3725f9644b6b7?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6129,trip-hop,167.0,4,0,0.0175,0.508,0.607,0.222,0.0978,-8.515,0.0301,0.19,Tor,Paper Rain,
6130,trip-hop,144.0,4,1,0.0108,0.682,0.727,0.128,0.816,-6.511,0.0785,0.579,Wax Tailor,Hypnosis Theme (feat. Marina Quaisse),
6131,trip-hop,87.0,4,0,0.255,0.769,0.485,0.905,0.12,-10.267,0.0448,0.416,Praful,One Day Deep,https://p.scdn.co/mp3-preview/cd82bfed71228e4f1c569cd0058d7572a72e5c86?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6132,trip-hop,160.0,4,1,0.129,0.777,0.705,0.378,0.0675,-7.038,0.103,0.857,Tricky,Brand New You're Retro - Alex Reece Remix,
6133,trip-hop,104.0,4,1,0.289,0.721,0.613,1.6e-06,0.959,-14.405,0.0995,0.502,Massive Attack,Light My Fire - Live From United Kingdom/1994,
6134,trip-hop,123.0,4,0,0.0303,0.718,0.877,0.806,0.0803,-8.018,0.0426,0.143,Thievery Corporation,Air Batucada,https://p.scdn.co/mp3-preview/8588be6ef5b867d62208ac7c0ffafe3bd77958b0?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6135,trip-hop,70.0,3,1,0.51,0.715,0.525,0.0,0.212,-14.82,0.885,0.364,DJ Shadow,Best Foot Forward,
6136,trip-hop,148.0,4,0,0.268,0.646,0.589,0.00096,0.0807,-8.448,0.0316,0.354,Thea,Baby Boy,
6137,trip-hop,94.0,4,1,0.000455,0.73,0.795,0.706,0.331,-6.948,0.0336,0.372,Morcheeba,Bullet Proof,https://p.scdn.co/mp3-preview/744a83ed3d1efbeb3f06dc084631fec3753aa30c?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6138,trip-hop,92.0,4,1,0.0154,0.664,0.582,0.127,0.092,-11.352,0.0335,0.47,Alphawezen,Into The Stars,https://p.scdn.co/mp3-preview/b482ba872ff1f0e1201c476e7c023f1f4a74349a?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6139,trip-hop,165.0,3,0,0.725,0.173,0.183,0.925,0.131,-26.079,0.0323,0.0823,Massive Attack,Opening Title,
6140,trip-hop,122.0,4,0,0.0793,0.827,0.518,0.331,0.101,-10.018,0.046,0.909,Röyksopp,Remind Me - Radio Edit,https://p.scdn.co/mp3-preview/fe947f1df9bbd69a2d7ab98c33a29fa007daaaa4?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6141,trip-hop,158.0,4,0,0.172,0.898,0.53,0.844,0.144,-9.14,0.288,0.862,Kid Loco,Flyin' on 747,
6142,trip-hop,131.0,4,1,0.00666,0.382,0.799,0.604,0.0985,-11.164,0.0628,0.319,Tricky,Money Greedy,
6143,trip-hop,96.0,4,0,0.393,0.874,0.578,0.000237,0.195,-5.441,0.0636,0.656,Waldeck,Memories,
6144,trip-hop,137.0,4,1,0.0604,0.284,0.336,0.25,0.163,-7.333,0.0375,0.0377,Portishead,Small,
6145,trip-hop,170.0,4,0,0.0289,0.586,0.68,0.184,0.124,-8.682,0.0504,0.421,Sneaker Pimps,Six Underground,
6146,trip-hop,79.0,4,0,0.0229,0.346,0.753,0.0641,0.3,-4.606,0.273,0.184,Flying Lotus,Zodiac Shit,https://p.scdn.co/mp3-preview/afc03483410e29ada6f8443885722a32a9908a6a?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6147,trip-hop,130.0,4,1,0.0123,0.588,0.836,0.0136,0.125,-7.411,0.103,0.19,Lamb,Cottonwool,
6148,trip-hop,133.0,4,1,0.00165,0.508,0.766,0.00237,0.111,-7.068,0.0351,0.1,UNKLE,Follow Me Down,
6149,turkish,89.0,4,0,0.0298,0.606,0.462,0.0,0.224,-11.398,0.0389,0.523,İbrahim Tatlıses,Haydi Söyle,https://p.scdn.co/mp3-preview/cb6431e6b82b2393bd86e7f7e205fadf62355b54?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6150,turkish,130.0,4,1,0.0589,0.79,0.616,6.55e-05,0.171,-7.443,0.0596,0.473,will.i.am,Scream & Shout,
6151,turkish,104.0,4,0,0.241,0.595,0.717,2.91e-06,0.143,-4.802,0.0572,0.426,Sıla,Dön Demeyi Unuttum,https://p.scdn.co/mp3-preview/3638405c7a55e0280c44faa07cbc9e898eaf578e?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6152,turkish,80.0,4,0,0.09,0.551,0.57,1.05e-05,0.19,-7.727,0.0407,0.543,Halil Sezai,Sonbahar,
6153,turkish,77.0,4,0,0.627,0.451,0.451,1.72e-06,0.294,-10.21,0.0993,0.542,Ebru Gündeş,Ölümsüz Aşklar,https://p.scdn.co/mp3-preview/3b7d920658cae34db36a6f04bc5b2f79e3f843f0?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6154,turkish,124.0,4,0,0.00507,0.795,0.885,6.23e-05,0.0974,-5.603,0.0486,0.581,Serdar Ortaç,Gram,https://p.scdn.co/mp3-preview/916c608f7f92cc9e15a6389b4004166011255bab?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6155,turkish,177.0,4,0,0.717,0.431,0.402,0.0,0.13,-13.085,0.0636,0.507,Sezen Aksu,Tükeneceğiz,
6156,turkish,172.0,4,0,0.121,0.586,0.808,0.0,0.131,-6.037,0.06,0.929,Yalın,Küçücüğüm,
6157,turkish,116.0,4,0,0.0426,0.794,0.811,1.07e-06,0.101,-8.966,0.038,0.862,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,https://p.scdn.co/mp3-preview/92d40a2ae211cceb264e9ee1e67fe05f4d788200?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6158,turkish,88.0,4,0,0.435,0.611,0.873,0.0,0.169,-4.519,0.0447,0.783,Murat Boz,Bulmaca,https://p.scdn.co/mp3-preview/8d3f4fe415f0812dcd27a7a812d0057fa38b03d2?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6159,turkish,128.0,4,1,0.0136,0.808,0.915,9.03e-06,0.0788,-3.277,0.233,0.647,The Chainsmokers,#SELFIE,
6160,turkish,101.0,4,0,0.173,0.659,0.941,3.12e-06,0.0936,-5.027,0.0434,0.712,Mustafa Sandal,Aya Benzer 2003 (Moonlight) - Single Version,
6161,turkish,176.0,3,0,0.377,0.489,0.589,0.0,0.124,-5.655,0.0317,0.275,Kenan Doğulu,Bal Gibi,
6162,turkish,121.0,4,1,0.0215,0.592,0.792,0.0,0.159,-5.884,0.0335,0.293,Phillip Phillips,Home,
6163,turkish,128.0,4,1,0.0109,0.708,0.824,8.66e-06,0.132,-4.044,0.0326,0.551,Bedük,Koyver Kendini,https://p.scdn.co/mp3-preview/2a7f7c456ac8628ab8a35883f72dda4ca8c2cbd3?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6164,turkish,113.0,4,0,0.662,0.608,0.55,0.0,0.0726,-7.004,0.0327,0.388,Mustafa Ceceli,Sevgilim,https://p.scdn.co/mp3-preview/d3272b550223a16a8d0fc7205204d4a6577bd2dc?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6165,turkish,126.0,4,0,0.0679,0.604,0.787,0.15,0.127,-3.674,0.103,0.301,David Guetta,Titanium (feat. Sia),https://p.scdn.co/mp3-preview/06392eaab5975806f18d8411f5b58f50b1899198?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6166,turkish,128.0,4,0,0.00498,0.711,0.7,0.000125,0.215,-4.805,0.046,0.801,Kesha,Die Young,
6167,turkish,105.0,4,1,0.0183,0.894,0.791,0.0,0.0388,-4.699,0.112,0.583,Usher,Yeah! (feat. Lil Jon & Ludacris),https://p.scdn.co/mp3-preview/8a5e4f8dce6b1a957e235185a4677841fcaafe90?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6168,turkish,133.0,4,0,0.611,0.743,0.602,0.0,0.477,-10.06,0.0468,0.917,Barış Manço,Can Bedenden Çıkmayınca,https://p.scdn.co/mp3-preview/0d77c19556d48ddad86c7bc1a5109066769a0256?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6169,turkish,127.0,4,0,0.153,0.674,0.903,0.0,0.0654,-4.211,0.119,0.772,Gülşen,Sözde Ayrılık,https://p.scdn.co/mp3-preview/94e4251b21069fc8cdb5c8f3786da8825eacadd8?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6170,turkish,172.0,4,0,0.638,0.474,0.588,0.000708,0.169,-8.522,0.0512,0.531,Orhan Gencebay,Kaderimin Oyunu,https://p.scdn.co/mp3-preview/38f6cd2c759c8517426f6060446f772a349028a0?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6171,turkish,146.0,4,1,0.0291,0.641,0.922,0.0,0.0862,-4.457,0.0786,0.847,Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,https://p.scdn.co/mp3-preview/1f826380a449ec9a8bae45967d908fffd7ff5222?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6172,turkish,94.0,4,1,0.708,0.45,0.662,1.56e-05,0.108,-7.794,0.0715,0.603,Anonymous,Xeribe,https://p.scdn.co/mp3-preview/dd5c73e319883c0aadef817e6837dabad99c6c2e?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6173,turkish,125.0,4,0,0.0491,0.786,0.882,0.00867,0.131,-5.664,0.0514,0.659,Tarkan,Gülümse Kaderine (Devrim Remix),
6174,turkish,134.0,4,0,0.618,0.537,0.598,0.00822,0.0532,-8.773,0.0559,0.315,İbrahim Tatlıses,Leylim Ley,
6175,turkish,80.0,3,0,0.779,0.411,0.377,3.47e-05,0.112,-9.114,0.027,0.265,Halil Sezai,İçim Paramparça,
6176,turkish,75.0,3,0,0.838,0.632,0.406,1.57e-05,0.223,-9.386,0.0563,0.384,Soner Sarıkabadayı,Sadem,
6177,turkish,128.0,4,0,0.311,0.638,0.951,6.52e-05,0.11,-5.389,0.0707,0.828,Murat Boz,Hayat Öpücüğü,https://p.scdn.co/mp3-preview/f2dd6d7be82ee1ca86a01e4f176c17de07ca63a3?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6178,turkish,110.0,4,1,0.0492,0.784,0.85,0.0,0.112,-3.679,0.0691,0.567,Eminem,The Monster,
6179,turkish,166.0,4,1,0.462,0.669,0.87,1.4e-06,0.228,-5.383,0.0515,0.802,Burcu Güneş,Sen Kaybı,https://p.scdn.co/mp3-preview/e968d2d9db7b5a4013a1a303620974c35daca4c1?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6180,turkish,152.0,4,1,0.741,0.628,0.388,0.0,0.259,-8.938,0.0683,0.794,Cab Calloway & His Orchestra,Everybody Eats When They Come to My House,https://p.scdn.co/mp3-preview/1d44b40d92c194904732c41cd81f431b334814d3?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6181,turkish,105.0,4,1,0.0464,0.682,0.836,3.13e-06,0.0797,-3.777,0.0425,0.485,Ella Henderson,Ghost,https://p.scdn.co/mp3-preview/2b5e8c5debf3329eb564d52508b81515e4eb66c8?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6182,turkish,85.0,4,1,0.121,0.674,0.428,0.0,0.132,-9.504,0.122,0.337,Lorde,Royals,
6183,turkish,130.0,4,0,0.0845,0.781,0.885,0.0,0.0973,-5.195,0.091,0.767,Ajda Pekkan,Resim,
6184,turkish,140.0,4,0,0.152,0.61,0.788,0.225,0.105,-8.704,0.0403,0.766,Mehmet Erdem,Herkes Aynı Hayatta,https://p.scdn.co/mp3-preview/be2abb202b2e7ca9f20cad2c07122d7286ec8051?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6185,turkish,88.0,4,1,0.673,0.307,0.525,1.21e-05,0.0969,-9.1,0.0436,0.263,Anonymous,Sexa Cane,https://p.scdn.co/mp3-preview/54944403d42b8e227eb9388829f6f3b456328078?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6186,turkish,110.0,4,1,0.0222,0.738,0.744,0.0,0.331,-4.757,0.042,0.556,Maroon 5,Payphone,
6187,turkish,97.0,4,0,0.0991,0.788,0.655,2.24e-06,0.148,-12.452,0.112,0.922,Mirkelam,Tavla,https://p.scdn.co/mp3-preview/dfa01272e6d2a227bfd1e1459b83ef28a4d1c62a?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6188,turkish,103.0,4,0,0.23,0.71,0.553,0.0,0.0555,-5.209,0.0751,0.785,Candan Erçetin,Bahar,https://p.scdn.co/mp3-preview/1dbe6cf32d60b7faab1762c0a3e1d875690a02cc?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6189,turkish,100.0,4,1,0.167,0.69,0.578,0.0,0.305,-7.436,0.0929,0.416,Lorde,Team,
6190,turkish,168.0,4,0,0.656,0.684,0.944,0.000534,0.176,-0.095,0.0964,0.688,Ankaralı Coşkun,Ankara'nın Bağları,
6191,turkish,144.0,4,0,0.269,0.38,0.676,3.54e-06,0.105,-4.019,0.048,0.193,Sertab Erener,Ask,https://p.scdn.co/mp3-preview/70147932b7875c83e0938bb819c54fe5e4b69b17?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6192,turkish,105.0,4,0,0.626,0.553,0.789,9.55e-06,0.131,-5.202,0.0319,0.43,Ahmet Kaya,Giderim,https://p.scdn.co/mp3-preview/b504cc036b3b7fe6fff7b7ca2b1fd209296f3377?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6193,turkish,124.0,4,1,0.201,0.849,0.906,3.11e-05,0.0579,-2.023,0.195,0.731,Kenan Doğulu,Doktor (feat. İskender Paydaş),
6194,turkish,99.0,4,0,0.236,0.703,0.79,0.0,0.359,-5.343,0.125,0.833,Emre Kaya,Teşekkür Ederim,https://p.scdn.co/mp3-preview/1f9c43d1beaef08b97a8dd28210900e16fb35759?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6195,turkish,97.0,4,0,0.71,0.427,0.268,0.0,0.11,-8.912,0.0311,0.106,Sezen Aksu,Gülümse,https://p.scdn.co/mp3-preview/c29e4a763d10de751c3f730b56d1067600e0038c?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6196,turkish,140.0,4,0,0.0438,0.503,0.825,1.6e-05,0.0975,-5.749,0.0622,0.577,Model,Bir Melek Vardı,https://p.scdn.co/mp3-preview/8e83676252a710887ca33d9d40f469c504f77512?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6197,turkish,100.0,4,0,0.00411,0.773,0.414,3.4e-05,0.0733,-7.436,0.0961,0.289,Drake,"Hold On, We're Going Home",
6198,turkish,138.0,4,0,0.583,0.714,0.836,2.4e-06,0.0961,-5.509,0.0845,0.891,İbrahim Tatlıses,Yalanmış,
6299,acoustic,103.0,4,1,0.929,0.579,0.415,0.0018,0.671,-11.599,0.0397,0.42,Villagers,Nothing Arrived - Live from Spotify London,
6300,acoustic,121.0,4,1,0.225,0.6,0.663,0.0,0.119,-5.802,0.0477,0.286,One Direction,Story of My Life,https://p.scdn.co/mp3-preview/e8cbef539a2a32def5e66968cc00769a4f523c1c?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6301,acoustic,108.0,4,1,0.805,0.46,0.295,0.0169,0.111,-10.617,0.0355,0.179,James Vincent McMorrow,If I Had a Boat,https://p.scdn.co/mp3-preview/aea444f9eef6fdef50ffd134eef4f2e423929656?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6302,acoustic,115.0,4,1,0.65,0.73,0.44,0.0,0.142,-4.964,0.035,0.44,Boyce Avenue,Counting Stars / The Monster (feat. Carly Rose Sonenclar),
6303,acoustic,89.0,4,1,0.862,0.49,0.193,9.74e-06,0.113,-9.544,0.0421,0.184,Regina Spektor,Samson,https://p.scdn.co/mp3-preview/e51020ecd00da4f4c5d61de44874ff8666ce1904?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6304,acoustic,90.0,4,0,0.827,0.514,0.292,0.00223,0.0926,-11.768,0.0291,0.157,Johnny Cash,Hurt,
6305,acoustic,101.0,4,1,0.697,0.585,0.239,0.00133,0.159,-15.167,0.0309,0.0933,The Staves,Gone Tomorrow,https://p.scdn.co/mp3-preview/7d5232321fbdb3735d88f231ace59e0923c24b1d?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6306,acoustic,125.0,3,0,0.859,0.624,0.217,0.0,0.7,-9.54,0.0481,0.287,Hozier,Take Me to Church - Live From Spotify London,https://p.scdn.co/mp3-preview/e4aae59c7a795bff7015c4a9da226d851b5d87cc?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6307,acoustic,116.0,4,1,0.694,0.526,0.328,0.0,0.112,-9.864,0.0461,0.11,Ed Sheeran,Give Me Love,https://p.scdn.co/mp3-preview/b0e38982098a56852a392bcd3d3bbb22813aa03d?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6308,acoustic,141.0,3,1,0.857,0.407,0.147,2.89e-06,0.0913,-8.822,0.0355,0.0765,A Great Big World,Say Something,https://p.scdn.co/mp3-preview/fe73e55ae08bf3395db3e1ba4485533f59faf3ea?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6309,acoustic,141.0,3,1,0.813,0.595,0.127,0.0,0.0913,-9.385,0.0329,0.0948,Boyce Avenue,Say Something (feat. Carly Rose Sonenclar),
6310,acoustic,114.0,4,1,0.607,0.816,0.375,8.66e-06,0.0933,-8.053,0.0996,0.615,Jack Johnson,Banana Pancakes,
6311,acoustic,93.0,4,1,0.6,0.781,0.737,0.0,0.34,-5.337,0.213,0.741,Alex G,Boyfriend,
6312,acoustic,170.0,4,0,0.339,0.493,0.59,0.0,0.121,-5.814,0.0392,0.502,Duffy,Warwick Avenue,
6313,acoustic,142.0,4,1,0.929,0.428,0.064,0.0,0.0859,-14.42,0.0374,0.108,The Lumineers,Slow It Down,
6314,acoustic,97.0,4,0,0.175,0.715,0.598,0.0,0.0656,-6.499,0.0958,0.845,Tyler Ward,Boyfriend,https://p.scdn.co/mp3-preview/3e5ef70b034364ef2b69c379b4a475bc149fa8bb?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6315,acoustic,172.0,4,1,0.356,0.531,0.542,0.0,0.119,-7.721,0.0432,0.726,Plain White T's,Rhythm Of Love,
6316,acoustic,100.0,4,0,0.676,0.847,0.532,2.88e-05,0.101,-8.845,0.0506,0.837,ortoPilot,Waterfalls,https://p.scdn.co/mp3-preview/563b886ed0142ddb9b7e72a6d668beb1e7f9e940?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6317,acoustic,114.0,4,1,0.00143,0.493,0.893,0.0,0.165,-4.761,0.0335,0.369,Boyce Avenue,Briane,https://p.scdn.co/mp3-preview/09385265599c7a5cba66c994156aee7791d895ef?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6318,acoustic,110.0,4,1,0.788,0.707,0.222,0.0,0.205,-11.716,0.0329,0.556,One Direction,Little Things,
6319,acoustic,174.0,4,1,0.000807,0.409,0.892,0.0,0.207,-4.373,0.0336,0.651,Oasis,Wonderwall,
6320,acoustic,76.0,4,1,0.499,0.611,0.35,7.84e-06,0.0844,-14.48,0.0356,0.36,James Taylor,Fire and Rain,
6321,acoustic,140.0,4,0,0.892,0.705,0.399,0.00146,0.109,-7.157,0.032,0.411,ortoPilot,Young Folks,https://p.scdn.co/mp3-preview/097483ea6b164116d899d2342918a757c3693981?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6322,acoustic,118.0,4,0,0.916,0.668,0.291,0.00495,0.0751,-10.136,0.0294,0.357,C. J. Johnson,Killing Me Softly,
6323,acoustic,128.0,4,1,0.797,0.54,0.369,0.0,0.11,-6.934,0.0303,0.249,Tyler Ward,Two Is Better Than One,
6324,acoustic,85.0,4,0,0.298,0.48,0.325,0.0,0.11,-7.7,0.0286,0.244,Adam Lambert,Whataya Want from Me - Live at ENERGY Berlin 103.4,https://p.scdn.co/mp3-preview/1c2aa61f27d862b4201b7380c3ec9c3dee9e666a?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6325,acoustic,155.0,3,1,0.795,0.359,0.391,0.0708,0.163,-8.034,0.026,0.19,Iron & Wine,"Flightless Bird, American Mouth",
6326,acoustic,91.0,4,1,0.902,0.595,0.238,0.000506,0.114,-7.565,0.0287,0.153,Carolina Wallin Pérez,Utan dina andetag,https://p.scdn.co/mp3-preview/d78112c74cb7ab824f826470225a05ec3aef8008?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6327,acoustic,103.0,4,1,0.00205,0.66,0.802,0.0,0.399,-4.856,0.0373,0.62,Justin Bieber,Never Let You Go,
6328,acoustic,110.0,4,1,0.23,0.646,0.628,0.0,0.144,-7.08,0.0752,0.524,Johnnyswim,Home,
6329,acoustic,119.0,4,0,0.161,0.51,0.702,1.47e-05,0.542,-5.825,0.0787,0.419,HAIM,Better Off - Live From Spotify London,
6330,acoustic,80.0,4,1,0.649,0.59,0.549,0.0,0.223,-10.809,0.0567,0.546,Des'ree,Feel so High,https://p.scdn.co/mp3-preview/41cd7b9a7ac232d5eb3e6b766ff71232fc9a2db1?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6331,acoustic,75.0,4,1,0.627,0.773,0.394,1.36e-05,0.0953,-9.252,0.0516,0.443,Jack Johnson,Breakdown,
6332,acoustic,94.0,4,1,0.173,0.63,0.698,0.0,0.0789,-4.51,0.0244,0.529,The Script,Breakeven,https://p.scdn.co/mp3-preview/498ef064bef20a0690c10fb8067e71bd73411056?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6333,acoustic,80.0,4,1,0.778,0.51,0.447,0.0,0.988,-11.227,0.108,0.415,James Morrison,You Give Me Something - Live on Later With Jools Holland,
6334,acoustic,104.0,4,1,0.594,0.805,0.416,0.219,0.106,-14.383,0.0982,0.352,Angus & Julia Stone,Paper Aeroplane,
6335,acoustic,156.0,3,0,0.00133,0.291,0.79,5.61e-06,0.0811,-5.683,0.0363,0.513,The Goo Goo Dolls,Iris,https://p.scdn.co/mp3-preview/956923574bf91206435e9774d13f6dd775a49cab?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6336,acoustic,150.0,4,1,0.265,0.442,0.542,0.0788,0.14,-10.604,0.0304,0.122,The Jepettos,Something In The Air,
6337,acoustic,108.0,4,1,0.714,0.453,0.349,7.94e-05,0.0835,-11.077,0.0289,0.302,Pearl Jam,Just Breathe,
6338,acoustic,153.0,4,1,0.304,0.559,0.637,0.000195,0.0783,-7.495,0.0321,0.782,Macy Gray,I Try,
6339,acoustic,133.0,4,1,0.135,0.334,0.192,9.77e-05,0.427,-13.983,0.0337,0.0775,Damien Rice,The Blower's Daughter,https://p.scdn.co/mp3-preview/0c1b3c3ec482a2285331fdcd911d0bb6300e5963?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6340,acoustic,78.0,4,1,0.965,0.429,0.184,0.0,0.105,-9.06,0.0296,0.33,Jason Walker,Kiss Me,
6341,acoustic,185.0,3,1,0.544,0.477,0.426,0.0,0.0903,-6.961,0.043,0.789,Rise Against,Swing Life Away,
6342,acoustic,125.0,4,1,0.978,0.678,0.0813,0.358,0.123,-22.859,0.0406,0.304,Bon Iver,re:stacks,
6343,acoustic,122.0,3,1,0.766,0.532,0.38,0.0,0.936,-11.008,0.0312,0.409,John Mayer,"Daughters - Live at the Nokia Theatre, Los Angeles, CA - December 2007",https://p.scdn.co/mp3-preview/1fe259945896ce2347ad6fd6f972c31e6e5c28ac?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6344,acoustic,116.0,4,1,0.585,0.666,0.259,0.0,0.079,-10.721,0.04,0.698,Bob Marley & The Wailers,Redemption Song,
6345,acoustic,112.0,4,0,0.945,0.621,0.31,6.12e-05,0.117,-10.164,0.0283,0.125,Rihanna,Stay,
6346,acoustic,110.0,4,0,0.161,0.829,0.659,0.0,0.0769,-6.958,0.0639,0.962,Tyler Ward,Moves Like Jagger,
6347,acoustic,141.0,4,1,0.9,0.518,0.208,0.0,0.0963,-10.253,0.0358,0.517,Jason Mraz,I'm Yours - From the Casa Nova Sessions,https://p.scdn.co/mp3-preview/cee655ad007ec64d405135ae6ccda84c98ef074f?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6348,acoustic,84.0,4,1,0.497,0.348,0.564,2.54e-06,0.114,-4.412,0.0306,0.174,Boyce Avenue,On My Way,https://p.scdn.co/mp3-preview/7d787ca4bfbf274a5db7fd9f866f7fa2a2e60aa3?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6349,afrobeat,91.0,4,0,0.0231,0.655,0.832,0.0,0.347,-5.529,0.0397,0.619,Amadou & Mariam,Unissons Nous - feat. Keziah Jones,
6350,afrobeat,120.0,4,1,0.525,0.879,0.737,0.00576,0.268,-5.412,0.0421,0.967,WizKid,Pakurumo,https://p.scdn.co/mp3-preview/b0a02a1cb006c8ee40c793b2cb5d6bfa62d0a057?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6351,afrobeat,113.0,4,0,0.475,0.751,0.635,0.243,0.0933,-10.841,0.0823,0.818,Fela Kuti,Gbagada Gbagada Gbogodo Gbogodo,
6352,afrobeat,99.0,4,1,0.663,0.69,0.535,0.528,0.146,-11.299,0.0599,0.446,Richard Bona,Bisso Baba (Always Together),https://p.scdn.co/mp3-preview/a6e1445cb313c5da0ab723d77f07d7d5cde506a9?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6353,afrobeat,82.0,3,0,0.949,0.449,0.147,4.48e-06,0.105,-14.188,0.0574,0.556,Fatoumata Diawara,Alama,
6354,afrobeat,80.0,4,1,0.729,0.516,0.449,0.176,0.155,-9.044,0.0466,0.755,Ali Farka Touré,Ledi Coumbe,
6355,afrobeat,172.0,3,0,0.162,0.392,0.542,0.0,0.135,-6.445,0.0611,0.307,Etran Finatawa,Iriarer - Bonus Track,
6356,afrobeat,100.0,4,1,0.213,0.673,0.766,0.0168,0.4,-10.676,0.034,0.879,Kanda Bongo Man,Muchana (Zouk Love),
6357,afrobeat,108.0,4,1,0.28,0.643,0.669,8.39e-05,0.0282,-9.209,0.121,0.711,Les Wanyika,Sina Makosa,https://p.scdn.co/mp3-preview/a2e34d15297caf14ce3bd519fc89988f4243b7cf?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6358,afrobeat,125.0,3,1,0.879,0.694,0.302,0.000238,0.111,-9.351,0.0415,0.514,Tinariwen,Takkest Tamidaret,
6359,afrobeat,119.0,3,1,0.821,0.686,0.46,0.271,0.112,-9.24,0.0338,0.405,Amadou & Mariam,M'bifé blues,
6360,afrobeat,146.0,4,1,0.0291,0.641,0.922,0.0,0.0862,-4.457,0.0786,0.847,Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,https://p.scdn.co/mp3-preview/1f826380a449ec9a8bae45967d908fffd7ff5222?cid=5ec0c1e4fb5642debb818e2be13bd1e4
6361,afrobeat,105.0,4,0,0.047,0.709,0.854,0.0,0.0724,-4.447,0.0399,0.826,Mohombi,Bumpy Ride,
